day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1783,2025-09-19,3,21968.76201601454,35137.70152950353,62.52190968600598,0.5,0.05
1784,2025-09-20,3,105153.63561380732,139919.04078225003,75.15319932578254,0.5,0.05131625250342607
1785,2025-09-21,3,101089.53056814904,123800.6783726784,81.655069985835,0.5,0.05279775350479643
1786,2025-09-22,3,28532.59742259829,40992.76210747338,69.60398849873187,0.5,0.053587500000000045
1787,2025-09-23,3,24925.79185892589,39145.56294542005,63.674628702311594,0.5,0.05000000000000003
1788,2025-09-24,3,108387.37622871509,118174.76688987034,91.71786759666188,0.5,0.05462600400548166
1789,2025-09-25,3,140267.73941625064,147437.7571807,95.13691885880917,0.5,0.05131625250342618
1790,2025-09-26,3,42557.555930524926,57201.12510178138,74.39985814055183,0.5,0.05472225150205568
1791,2025-09-27,3,29653.08126586908,40146.44536360714,73.8622834407892,0.5,0.05358749999999993
1792,2025-09-28,3,30522.51993193212,45371.66949215768,67.27219931196893,0.5,0.05000000000000012
1793,2025-09-29,3,112699.52512045747,123410.7057509,91.32070385201212,0.5,0.05335325050068541
1794,2025-09-30,3,102608.0681331717,119547.0162498,85.83072280011285,0.5,0.05441900100137042
1795,2025-10-01,4,121342.9816636102,175179.69326485717,69.26772127643224,0.5,0.05328250500685198
1796,2025-10-02,4,14261.00213197217,35135.9417446,40.58807427344374,0.5,0.050415750500685586
1797,2025-10-03,4,25204.386362965106,32676.4975,77.13307205879426,0.5,0.0514815010013705
1798,2025-10-04,4,47102.39852960683,88186.46343701908,53.412277455991166,0.5,0.052313002002740805
1799,2025-10-05,4,54263.589003675545,64291.11812223042,84.40293245563016,0.5,0.05344775350479637
1800,2025-10-06,4,29939.612708241806,41571.90429391063,72.0188627794645,0.5,0.05048475150205586
1801,2025-10-07,4,49259.96290362706,66562.38347819122,74.00570762278488,0.5,0.05055375250342625
1802,2025-10-08,4,113662.98702630651,137816.30294614844,82.47426799042795,0.5,0.051870005006852155
1803,2025-10-09,4,26338.15909325919,30208.505400000002,87.18789210027977,0.5,0.05
1804,2025-10-10,4,19778.431555225045,43975.76542437019,44.97575281376312,0.5,0.05041575050068514
